name,salary_from,salary_to,salary_currency,area_name,published_at
Инженер-механик,47000.0,59000.0,RUR,Раменское,2022-12-12T15:39:38+0300
Механик по ремонту мототехники,45000.0,,RUR,Иваново (Ивановская область),2022-12-12T16:12:29+0300
Сервисный инженер,70000.0,,RUR,Санкт-Петербург,2022-12-12T16:33:22+0300
Главный специалист в отдел информационных технологий,19000.0,45000.0,RUR,Кострома,2022-12-12T12:49:53+0300
Ведущий инженер (информационная безопасность) службы по Западной Сибири,,,,Сургут,2022-12-12T14:06:03+0300
Оператор станка с ЧПУ,115000.0,135000.0,RUR,Оренбург,2022-12-12T16:10:22+0300
Программист 1С,,,,Москва,2022-12-12T17:25:57+0300
Менеджер по продажам,30000.0,,RUR,Саратов,2022-12-12T14:06:03+0300
Токарь-фрезеровщик,150000.0,,RUR,Оленегорск,2022-12-12T15:06:47+0300
Наладчик деревообрабатывающих станков,,35000.0,RUR,Воронеж,2022-12-12T14:26:47+0300
Ведущий программист СУБД ORACLE,,,,Челябинск,2022-12-12T15:08:26+0300
Токарь-универсал,105000.0,130000.0,RUR,Новочебоксарск,2022-12-12T15:43:51+0300
"Шлифовщик, г. Липецк",107000.0,,RUR,Воронеж,2022-12-12T12:52:09+0300
Инженер по безопасности дорожного движения (Иркутская область),110000.0,120000.0,RUR,Иркутск,2022-12-12T12:13:25+0300
Шлифовщик,130000.0,,RUR,Ростов-на-Дону,2022-12-12T12:22:02+0300
Токарь,110000.0,118000.0,RUR,Ростов-на-Дону,2022-12-12T13:27:38+0300
Токарь,110000.0,118000.0,RUR,Воронеж,2022-12-12T13:27:38+0300
Шлифовщик,115000.0,,RUR,Уфа,2022-12-12T14:27:59+0300
Менеджер по запуску филиалов сети,70000.0,,RUR,Нижний Новгород,2022-12-12T14:35:12+0300
Мастер по ремонту оборудования,49500.0,49500.0,RUR,Тюмень,2022-12-12T12:37:23+0300
Senior Frontend developer (MTC Travel),,,,Москва,2022-12-12T14:42:13+0300
Корреспондент (внутрикорпоративные коммуникации),,,,Набережные Челны,2022-12-12T13:32:49+0300
Специалист по поддержке развития новых направлений бизнеса,,,,Москва,2022-12-12T14:10:06+0300
Сервисный инженер сельскохозяйственной техники,50000.0,150000.0,RUR,Казань,2022-12-12T12:54:11+0300
Ведущий инженер по автоматизации и цифровизации,,,,Пермь,2022-12-12T12:51:19+0300
Специалист технического отдела,15500.0,30000.0,RUR,Сызрань,2022-12-12T13:27:55+0300
Главный эксперт (сопровождение АБС),,,,Москва,2022-12-12T17:24:05+0300
Аналитик (разработка ПО),,,,Санкт-Петербург,2022-12-12T18:25:11+0300
Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Новороссийск,2022-12-12T17:17:52+0300
Оператор-наладчик,60000.0,,RUR,Дорохово (Московская область),2022-12-12T12:53:44+0300
Дизайнер презентаций,,,,Москва,2022-12-12T12:48:07+0300
Системный администратор,80000.0,120000.0,RUR,Екатеринбург,2022-12-12T21:36:34+0300
Программист (Настройка/доработка 1С/стажёр),30000.0,45000.0,RUR,Горно-Алтайск,2022-12-12T23:55:22+0300
Рабочий по комплексному обслуживанию зданий,21000.0,24000.0,RUR,Иваново (Ивановская область),2022-12-12T12:17:16+0300
Инженер ИТ-инфраструктуры,,,,Казань,2022-12-12T23:28:08+0300
Инженер - конструктор печатных плат,100000.0,,RUR,Москва,2022-12-12T19:25:36+0300
Руководитель службы технической эксплуатации,120000.0,,RUR,Воронеж,2022-12-12T12:30:10+0300
Ведущий инженер отдела главного механика,,,,Красноярск,2022-12-12T13:02:45+0300
Инженер по эксплуатации,,,,Краснодар,2022-12-12T12:16:35+0300
Механик погрузочной техники на РЦ (г.Домодедово),55000.0,,RUR,Домодедово,2022-12-12T12:30:31+0300
Токарь-универсал,105000.0,130000.0,RUR,Нижнекамск,2022-12-12T15:43:51+0300
Токарь-универсал,105000.0,130000.0,RUR,Алексин,2022-12-12T15:43:48+0300
Токарь (Тамбовская область),96000.0,,RUR,Кузнецк,2022-12-12T13:11:51+0300
Токарь-расточник,115000.0,,RUR,Магнитогорск,2022-12-12T14:47:36+0300
Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Златоуст,2022-12-12T15:12:44+0300
Ведущий инженер,,45000.0,RUR,Новосибирск,2022-12-12T12:27:53+0300
Мастер ремонтно-технической службы,45000.0,50000.0,RUR,Волгоград,2022-12-12T15:14:45+0300
Оператор на станок лазерной резки и листогибочный пресс,50000.0,60000.0,RUR,Воронеж,2022-12-12T13:27:13+0300
Токарь-универсал,100000.0,,RUR,Казань,2022-12-12T14:18:26+0300
Backend-разработчик PHP,440000.0,1500000.0,KZT,Алматы,2022-12-12T15:02:48+0300
VUE-разработчик,,,,Москва,2022-12-12T17:37:43+0300
Business Analyst,,,,Тбилиси,2022-12-12T19:12:52+0300
Токарь-карусельщик,120000.0,125000.0,RUR,Ростов-на-Дону,2022-12-12T13:40:09+0300
Наладчик станков с ЧПУ,130000.0,135000.0,RUR,Ростов-на-Дону,2022-12-12T14:04:39+0300
Инженер ИТ-инфраструктуры,,,,Южно-Сахалинск,2022-12-12T23:21:13+0300
Ведущий специалист (корпоративное хранилище данных),,,,Омск,2022-12-12T18:13:02+0300
Аналитик 1С ERP,,,,Ростов-на-Дону,2022-12-12T17:37:50+0300
Релиз - менеджер,,,,Москва,2022-12-12T15:45:43+0300
Специалист по обслуживанию и эксплуатации энергетического оборудования,,,,Екатеринбург,2022-12-12T16:07:03+0300
Главный механик,1500.0,,BYR,Витебск,2022-12-12T12:42:31+0300
Presale инженер,,,,Москва,2022-12-12T17:57:42+0300
Токарь в Арзамас,113000.0,,RUR,Нижний Новгород,2022-12-12T15:27:20+0300
Руководитель направления разработки 1С,150000.0,200000.0,RUR,Рязань,2022-12-12T14:50:53+0300
Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Магнитогорск,2022-12-12T15:12:44+0300
Data Engineer,,,,Санкт-Петербург,2022-12-12T15:39:25+0300
Токарь-универсал,58000.0,,RUR,Брянск,2022-12-12T12:31:26+0300
Системный администратор,,,,Раменское,2022-12-12T16:36:20+0300
Аналитик,,,,Екатеринбург,2022-12-12T15:58:03+0300
Инженер по защите информации,1000.0,1500.0,BYR,Минск,2022-12-12T12:00:15+0300
Установщик интернет оборудования,25000.0,,RUR,Губкин,2022-12-12T17:11:47+0300
Токарь-универсал,105000.0,130000.0,RUR,Верхняя Пышма,2022-12-12T15:43:45+0300
Токарь-карусельщик,120000.0,125000.0,RUR,Липецк,2022-12-12T13:40:30+0300
Токарь-универсал,105000.0,130000.0,RUR,Вышний Волочек,2022-12-12T15:43:52+0300
Сервисный инженер по окнам ПВХ и светопрозрачным конструкциям,35000.0,40000.0,RUR,Екатеринбург,2022-12-12T12:33:59+0300
Системный администратор/эникейщик,,,,Звенигород,2022-12-12T15:31:47+0300
Специалист по валидации компьютеризированных систем,,,,Москва,2022-12-12T14:00:04+0300
IOS разработчик НаСпорте,,,,Москва,2022-12-12T14:52:55+0300
Токарь-универсал,40000.0,,RUR,Ярославль,2022-12-12T14:01:46+0300
Шлифовщик по металлу,125000.0,135000.0,RUR,Стерлитамак,2022-12-12T14:05:11+0300
Фрезеровщик,110000.0,,RUR,Саранск,2022-12-12T12:15:11+0300
Токарь,110000.0,,RUR,Ульяновск,2022-12-12T12:15:41+0300
Токарь,110000.0,,RUR,Саранск,2022-12-12T12:15:52+0300
Системный аналитик,,,,Москва,2022-12-12T17:42:22+0300
Product Owner в команду online-оценка коммерческой недвижимости,,,,Москва,2022-12-12T18:59:04+0300
BI - аналитик / Lead analyst BI,,,,Москва,2022-12-12T16:19:14+0300
Разработчик Программист Диасофт / Programmer Diasoft,,,,Москва,2022-12-12T12:41:37+0300
Инженер-наладчик (село Серноводское),,,,Карабулак,2022-12-12T12:25:34+0300
"Менеджер направления ""Сеть доступа""",,,,Алматы,2022-12-12T12:58:20+0300
Начальник отдела по учету ГСМ (горюче-смазочных материалов),,,,Тюмень,2022-12-12T13:21:06+0300
"Механик по ремонту спецтехники (строительная, дорожная, сельскохозяйственная)",80000.0,,RUR,Ставрополь,2022-12-12T14:28:20+0300
Маркетолог-аналитик,,,,Москва,2022-12-12T15:44:05+0300
Инженер-наладчик (село Серноводское),,,,Сунжа (Ингушетия),2022-12-12T12:25:34+0300
Программист 1С,,,,Москва,2022-12-12T13:23:18+0300
Инженер радиоэлектронных систем,30000.0,35000.0,RUR,Казань,2022-12-12T16:45:04+0300
Токарь-универсал,105000.0,130000.0,RUR,Соликамск,2022-12-12T15:43:44+0300
Заместитель руководителя по информационной безопасности,,,,Томск,2022-12-12T13:07:23+0300
Java разработчик в Tinkoff Black,,,,Новосибирск,2022-12-12T16:05:02+0300
1 C Operator,350.0,400.0,AZN,Баку,2022-12-12T18:42:16+0300
Ведущий специалист (отдел управления проектами),,,,Воронеж,2022-12-12T13:35:44+0300
Декоратор-оформитель торгового зала,36700.0,36700.0,RUR,Смоленск,2022-12-12T14:25:35+0300
Middle/Senior Python Developer (Platform Virtualization),,,,Москва,2022-12-12T13:07:41+0300
Токарь-универсал,105000.0,130000.0,RUR,Кунгур,2022-12-12T15:43:44+0300
Токарь-универсал,105000.0,130000.0,RUR,Вязьма,2022-12-12T15:43:54+0300
Шлифовщик,60000.0,80000.0,RUR,Троицк (Московская область),2022-12-12T15:45:27+0300
Специалист по ценовой экспертизе,49000.0,49000.0,RUR,Новокуйбышевск,2022-12-12T16:01:31+0300
Системный аналитик BPM,,,,Москва,2022-12-12T18:41:06+0300
Специалист по IT/Cистемный администратор,,,,Ташкент,2022-12-12T15:40:09+0300
Техник по эксплуатации инженерного оборудования,50000.0,,RUR,Пушкино (Московская область),2022-12-12T12:54:07+0300
Сервисный инженер / Инженер техподдержки,35000.0,45000.0,RUR,Урень,2022-12-12T13:24:04+0300
Ведущий аналитик 1С,,,,Пермь,2022-12-12T17:14:05+0300
Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Новокуйбышевск,2022-12-12T17:17:52+0300
Токарь-универсал,105000.0,130000.0,RUR,Краснокамск,2022-12-12T15:43:53+0300
Механик на производство,60000.0,70000.0,RUR,Кстово,2022-12-12T14:29:32+0300
Токарь-карусельщик,91000.0,,RUR,Каменск-Уральский,2022-12-12T15:03:01+0300
Бизнес-аналитик (BU Онкология и Редкие заболевания),,,,Москва,2022-12-12T12:15:48+0300
Ведущий инженер,30000.0,33000.0,RUR,Самара,2022-12-12T12:13:06+0300
Фрезеровщик,70000.0,,RUR,Екатеринбург,2022-12-12T12:43:09+0300
Главный специалист-аналитик,,,,Тюмень,2022-12-12T13:14:07+0300
Токарь-универсал,105000.0,130000.0,RUR,Бузулук,2022-12-12T15:43:53+0300
Дизайнер в типографию,3000000.0,5000000.0,UZS,Ташкент,2022-12-12T13:23:21+0300
Chief technical officer (CTO),,,,Томск,2022-12-12T17:14:59+0300
Системный аналитик (АБС ЦФТ-банк),,,,Москва,2022-12-12T15:39:09+0300
Technical Account Manager / Customer Success Manager (Cloud Advanced),,,,Москва,2022-12-12T15:42:36+0300
Руководитель группы по администрированию серверов,,,,Москва,2022-12-12T12:23:50+0300
Токарь,100000.0,,RUR,Елабуга,2022-12-12T16:22:41+0300
Токарь,100000.0,,RUR,Можга,2022-12-12T16:22:42+0300
Токарь-универсал,105000.0,130000.0,RUR,Торжок,2022-12-12T15:43:52+0300
Токарь-универсал,105000.0,130000.0,RUR,Янаул,2022-12-12T15:43:50+0300
Токарь-универсал,105000.0,130000.0,RUR,Новозыбков,2022-12-12T15:43:46+0300
"Шлифовщик, г. Липецк",107000.0,,RUR,Рязань,2022-12-12T12:52:09+0300
Токарь (Тамбовская область),96000.0,,RUR,Альметьевск,2022-12-12T13:11:51+0300
Токарь-расточник,115000.0,,RUR,Муром,2022-12-12T14:47:36+0300
Системный администратор,,,,Москва,2022-12-12T18:06:25+0300
Разработчик MS SQL/ PostgreSQL,,,,Москва,2022-12-12T12:01:37+0300
Оператор станка с ЧПУ,115000.0,135000.0,RUR,Сарапул,2022-12-12T16:06:49+0300
Middle Java Developer,,,,Санкт-Петербург,2022-12-12T17:31:38+0300
Ведущий специалист поддержки пользователей (функциональная поддержка),,,,Москва,2022-12-12T16:40:27+0300
Главный эксперт отдела развития инфраструктуры (архитектор вычислительной инфраструктуры),,160000.0,RUR,Тольятти,2022-12-12T14:31:54+0300
Java-разработчик,,,,Санкт-Петербург,2022-12-12T18:05:37+0300
Golang developer,,,,Новосибирск,2022-12-12T12:30:43+0300
Оператор станков с программным управлением,30000.0,60000.0,RUR,Екатеринбург,2022-12-12T13:23:06+0300
Менеджер проекта,100000.0,,RUR,Зеленоград,2022-12-12T14:59:54+0300
Ведущий консультант MM/SD,,,,Санкт-Петербург,2022-12-12T18:50:02+0300
Токарь,,,,Венев,2022-12-12T16:10:20+0300
Токарь,,,,Новомосковск (Тульская область),2022-12-12T16:10:20+0300
Токарь-универсал,105000.0,130000.0,RUR,Балахна,2022-12-12T15:43:51+0300
Токарь-универсал,105000.0,130000.0,RUR,Острогожск,2022-12-12T15:43:47+0300
Шлифовщик,115000.0,,RUR,Челябинск,2022-12-12T14:37:19+0300
Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Ишимбай,2022-12-12T15:12:44+0300
Go-разработчик,,,,Санкт-Петербург,2022-12-12T17:23:44+0300
"Оператор гибочного/лазерного/КРП станка (нержавеющая сталь, листовой металл, Всеволожск)",90000.0,,RUR,Всеволожск,2022-12-12T13:54:17+0300
Станочник широкого профиля (Ленск),140000.0,,RUR,Ярославль,2022-12-12T14:01:46+0300
Разработчик Golang,,280000.0,RUR,Москва,2022-12-12T12:10:21+0300
Android разработчик,,,,Новосибирск,2022-12-12T15:18:00+0300
Программист 1 с,,,,Ташкент,2022-12-12T16:02:55+0300
Devops engineer (TI),,,,Москва,2022-12-12T17:08:38+0300
Консультант поддержки в Яндекс Бизнес,13000.0,33800.0,RUR,Реутов,2022-12-12T19:23:59+0300
"Оператор станков с ПУ (фрезерная, карусельная, расточная группы)",99000.0,118000.0,RUR,Улан-Удэ,2022-12-12T22:28:13+0300
Системный аналитик на Web-интеграции pyton,,,,Новосибирск,2022-12-12T13:14:51+0300
Системный аналитик (направление AI),,,,Москва,2022-12-12T13:07:23+0300
"Веб-разработчик golang, react, vue, nuxt, angular, websockets",150000.0,,RUR,Москва,2022-12-12T12:01:11+0300
Специалист по информационной безопасности,,,,Москва,2022-12-12T14:14:39+0300
Токарь (Казань),92000.0,120000.0,RUR,Оренбург,2022-12-12T14:26:15+0300
QA Engineer (Manual+Auto),,,,Москва,2022-12-12T12:05:46+0300
Токарь-универсал,105000.0,130000.0,RUR,Ржев,2022-12-12T15:43:52+0300
Токарь-универсал,105000.0,130000.0,RUR,Бирск,2022-12-12T15:43:48+0300
Наладчик станков с ЧПУ,130000.0,135000.0,RUR,Пенза,2022-12-12T14:04:39+0300
Фрезеровщик,100000.0,,RUR,Пермь,2022-12-12T14:24:56+0300
Токарь-универсал,,,,Белгород,2022-12-12T16:27:26+0300
Консультант поддержки в Яндекс Бизнес,13000.0,33800.0,RUR,Благовещенск (Амурская область),2022-12-12T19:20:40+0300
Системный администратор,,,,Казань,2022-12-12T13:21:02+0300
Шлифовщик по дереву,45000.0,,RUR,Челябинск,2022-12-12T15:23:45+0300
Специалист-консультант на поддержку и внедрение 1С,,,,Брянск,2022-12-12T12:17:29+0300
Руководитель по развитию продуктового направления (СЗР),,,,Москва,2022-12-12T22:07:57+0300
Senior golang developer [Product portfolio info],,,,Москва,2022-12-12T14:45:08+0300
Системный администратор Linux,,,,Москва,2022-12-12T13:28:46+0300
Токарь-расточник на завод,124000.0,,RUR,Нижний Новгород,2022-12-12T15:27:50+0300
Инженер-разработчик Docsvision,,,,Санкт-Петербург,2022-12-12T17:22:42+0300
Токарь (Казань),92000.0,120000.0,RUR,Ишимбай,2022-12-12T14:26:15+0300
Токарь-универсал,105000.0,130000.0,RUR,Волжск,2022-12-12T15:43:51+0300
Токарь,110000.0,115000.0,RUR,Тюмень,2022-12-12T13:36:38+0300
"Senior Backend разработчик, удалённо (PHP/Laravel, PostgreSQL)",180000.0,,RUR,Москва,2022-12-12T19:39:47+0300
Системный аналитик,,,,Москва,2022-12-12T15:08:20+0300
Заместитель руководителя отдела ИБ,,,,Санкт-Петербург,2022-12-12T19:11:22+0300
Системный администратор/IT-специалист с знанием 1С,30000.0,,RUR,Иваново (Ивановская область),2022-12-12T13:13:25+0300
Ведущий эксперт по информационной безопасности,,,,Москва,2022-12-12T17:18:38+0300
Программист 1С в Daewoo Power Products,150000.0,,RUR,Москва,2022-12-12T16:37:03+0300
Node.Js Developer,,,,Тбилиси,2022-12-12T19:12:51+0300
Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Глазов,2022-12-12T22:04:45+0300
Аналитик ТМЦ,55000.0,,RUR,Тула,2022-12-12T12:42:22+0300
Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Обнинск,2022-12-12T17:17:52+0300
Аналитик (ЕАС 4.0),,,,Москва,2022-12-12T13:59:20+0300
Маркетолог-аналитик,65000.0,80000.0,RUR,Екатеринбург,2022-12-12T17:13:47+0300
"Team Lead команды разработки ""Мобильный и интернет-банк для юридических лиц""",,,,Санкт-Петербург,2022-12-12T19:36:20+0300
Senior Java developer,,,,Москва,2022-12-12T17:13:40+0300
Руководитель отдела информационных технологий,150000.0,,RUR,Москва,2022-12-12T13:23:15+0300
Аналитик ELMA BPM,,,,Москва,2022-12-12T14:26:50+0300
Токарь-универсал,105000.0,130000.0,RUR,Муром,2022-12-12T15:43:54+0300
Токарь-универсал,105000.0,130000.0,RUR,Вольск,2022-12-12T15:43:49+0300
Токарь-универсал,105000.0,130000.0,RUR,Кумертау,2022-12-12T15:43:47+0300
Middle Developer .NET,,,,Москва,2022-12-12T15:15:58+0300
Токарь (Тамбовская область),96000.0,,RUR,Муром,2022-12-12T13:11:51+0300
Оператор станков с ЧПУ,50000.0,70000.0,RUR,Усть-Катав,2022-12-12T13:27:19+0300
Токарь,110000.0,118000.0,RUR,Липецк,2022-12-12T13:27:38+0300
Руководитель отдела аналитики продаж,,,,Москва,2022-12-12T13:37:19+0300
Инженер станционного оборудования группы пожарно-охранной сигнализации,64000.0,,RUR,Великий Новгород,2022-12-12T12:44:14+0300
Администратор баз данных,,,,Ташкент,2022-12-12T13:10:51+0300
Руководитель отдела АСУТП,,,,Дмитров,2022-12-12T14:18:48+0300
Консультант поддержки в Яндекс Бизнес,13000.0,33800.0,RUR,Дзержинск (Нижегородская область),2022-12-12T19:20:40+0300
Механик - наладчик производственной линии,,,,Люберцы,2022-12-12T17:40:18+0300
Механик по ремонту мототехники,45000.0,,RUR,Фурманов,2022-12-12T16:12:59+0300
Наладчик станков с ЧПУ,130000.0,135000.0,RUR,Саранск,2022-12-12T14:04:39+0300
Главный механик,,,,Самара,2022-12-12T12:40:04+0300
Инженер железнодорожного терминала,,,,Воронеж,2022-12-12T16:18:19+0300
Выездной сервисный инженер по POS-терминалам,,,,Махачкала,2022-12-12T12:31:27+0300
Токарь-расточник,100000.0,,RUR,Арзамас,2022-12-12T16:22:38+0300
Системный администратор PLM,70000.0,100000.0,RUR,Санкт-Петербург,2022-12-12T15:30:08+0300
Токарь-универсал,105000.0,130000.0,RUR,Белебей,2022-12-12T15:43:48+0300
Токарь-универсал,105000.0,130000.0,RUR,Ишимбай,2022-12-12T15:43:47+0300
Токарь-универсал,105000.0,130000.0,RUR,Нефтеюганск,2022-12-12T15:43:50+0300
Токарь-универсал,105000.0,130000.0,RUR,Курчатов,2022-12-12T15:43:49+0300
Фрезеровщик 3-6 разряд,22000.0,60000.0,RUR,Курск,2022-12-12T12:51:42+0300
Backend разработчик,,,,Ташкент,2022-12-12T16:22:25+0300
Токарь,,,,Ростов-на-Дону,2022-12-12T16:11:54+0300
Координатор проектов по экспорту (со знанием английского языка),,,,Воронеж,2022-12-12T16:04:38+0300
Главный механик,,,,Венев,2022-12-12T16:10:19+0300
Фрезеровщик,65000.0,,RUR,Калуга,2022-12-12T15:24:42+0300
Токарь,50000.0,75000.0,RUR,Москва,2022-12-12T18:45:22+0300
Специалист по многомерной цифровой обработке сигнала (fiber sensor),,,,Москва,2022-12-12T17:42:59+0300
Токарь-универсал,105000.0,130000.0,RUR,Железногорск (Курская область),2022-12-12T15:43:49+0300
Администратор базы данных,,,,Бердск,2022-12-12T12:28:53+0300
Наладчик станков с ЧПУ,130000.0,135000.0,RUR,Йошкар-Ола,2022-12-12T14:04:39+0300
Главный аналитик отчетности CRM,,,,Москва,2022-12-12T18:58:25+0300
Golang developer,,,,Казань,2022-12-12T12:30:38+0300
Ведущий Java-разработчик,200000.0,200000.0,RUR,Москва,2022-12-12T15:17:00+0300
Ученик металлизатора (напыление),30000.0,,RUR,Ярославль,2022-12-12T14:01:46+0300
Инженер-программист (разрабатывающего подразделения),80000.0,120000.0,RUR,Москва,2022-12-12T19:25:35+0300
Руководитель отдела разработки 1С,250000.0,280000.0,RUR,Пермь,2022-12-12T19:10:45+0300
Токарь-универсал,105000.0,130000.0,RUR,Нижневартовск,2022-12-12T15:43:50+0300
Системный администратор / инженер,,,,Москва,2022-12-12T15:27:36+0300
Разработчик RPA,,,,Москва,2022-12-12T20:12:30+0300
Фрезеровщик,58000.0,,RUR,Брянск,2022-12-12T12:31:14+0300
Механик-аккумуляторщик Погрузочной техники на РЦ (Домодедово),50000.0,,RUR,Домодедово,2022-12-12T12:30:30+0300
Механик погрузочной техники на РЦ (г.Домодедово),55000.0,,RUR,Домодедово,2022-12-12T12:30:29+0300
Токарь-универсал,105000.0,130000.0,RUR,Вятские Поляны,2022-12-12T15:43:51+0300
Токарь-универсал,105000.0,130000.0,RUR,Переславль-Залесский,2022-12-12T15:43:51+0300
Токарь-универсал,105000.0,130000.0,RUR,Чапаевск,2022-12-12T15:43:49+0300
Токарь-универсал,105000.0,130000.0,RUR,Нововоронеж,2022-12-12T15:43:46+0300
Разработчик Angular,,,,Санкт-Петербург,2022-12-12T16:33:52+0300
Senior iOS Developer,,,,Москва,2022-12-12T16:36:15+0300
Ведущий разработчик (корпоративное хранилище данных),,,,Москва,2022-12-12T18:12:58+0300
Программист-консультант 1C,,,,Воронеж,2022-12-12T13:35:14+0300
Шлифовщик в дивизион станкостроения,101000.0,132000.0,RUR,Уфа,2022-12-12T12:26:01+0300
Middle 2D artist (interactive stories),,,,Минск,2022-12-12T13:39:05+0300
Инженер сервисного центра (г. Самарканд),,,,Самарканд,2022-12-12T14:06:32+0300
IOS-разработчик (Почта),,,,Москва,2022-12-12T14:12:09+0300
Начинающий специалист технической поддержки (удаленно),30000.0,34000.0,RUR,Нальчик,2022-12-12T17:46:02+0300
Работник на производство,47500.0,,RUR,Звенигород,2022-12-12T13:56:02+0300
Консультант 1С,,120000.0,RUR,Пермь,2022-12-12T13:17:17+0300
"Токарь (16К20), Нижний Новгород",107000.0,,RUR,Арзамас,2022-12-12T12:28:56+0300
Токарь-расточник,120000.0,,RUR,Йошкар-Ола,2022-12-12T12:06:56+0300
Шлифовщик,115000.0,,RUR,Казань,2022-12-12T14:26:56+0300
DevOps Engineer (Senior/Middle),,,,Алматы,2022-12-12T14:39:24+0300
Токарь-расточник,115000.0,,RUR,Мичуринск,2022-12-12T14:47:36+0300
Senior .NET Developer,,,,Таганрог,2022-12-12T18:14:51+0300
MLOps/DevOps разработчик (ML-модели),,,,Тюмень,2022-12-12T18:13:38+0300
Frontend-разработчик,,,,Пенза,2022-12-12T12:45:36+0300
DevOps Engineer (BIP),,,,Москва,2022-12-12T14:12:11+0300
Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Таганрог,2022-12-12T17:40:46+0300
Токарь-универсал,105000.0,130000.0,RUR,Обнинск,2022-12-12T15:43:44+0300
Бизнес-аналитик,70000.0,,RUR,Екатеринбург,2022-12-12T17:32:48+0300
Оператор станка с ЧПУ (Москва),100000.0,118000.0,RUR,Ставрополь,2022-12-12T12:20:30+0300
Дизайнер-верстальщик,45000.0,,RUR,Москва,2022-12-12T15:49:52+0300
Механик по транспорту (Иркутская область),100000.0,120000.0,RUR,Челябинск,2022-12-12T13:06:06+0300
Release manager (GamDev),,,,Кипр,2022-12-12T14:18:28+0300
Ученик мастера по ремонту,70000.0,,RUR,Ростов-на-Дону,2022-12-12T14:22:26+0300
Владелец продукта сервисов сопровождения розничных клиентов,,,,Москва,2022-12-12T16:29:38+0300
Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Кострома,2022-12-12T17:17:52+0300
Токарь,17000.0,17000.0,RUR,Козельск,2022-12-12T16:22:41+0300
Токарь-универсал,105000.0,130000.0,RUR,Тутаев,2022-12-12T15:43:53+0300
Токарь-универсал,105000.0,130000.0,RUR,Туймазы,2022-12-12T15:43:47+0300
Токарь-универсал,105000.0,130000.0,RUR,Тобольск,2022-12-12T15:43:50+0300
Фрезеровщик,93000.0,,RUR,Бердск,2022-12-12T12:14:30+0300
Шлифовщик в дивизион станкостроения,101000.0,132000.0,RUR,Нижнекамск,2022-12-12T12:26:01+0300
Специалист Helpdesk,,,,Темрюк,2022-12-12T13:35:21+0300
Инженер-программист отдела функционального тестирования (DevOps),100000.0,150000.0,RUR,Москва,2022-12-12T13:26:08+0300
Токарь-фрезеровщик,65000.0,,RUR,Всеволожск,2022-12-12T13:17:51+0300
Администратор баз данных (DBA) PostgreSQL,,,,Москва,2022-12-12T12:27:37+0300
"Механик по ремонту спецтехники (строительная, дорожная, сельскохозяйственная)",80000.0,,RUR,Михайловка (Волгоградская область),2022-12-12T13:57:00+0300
Главный специалист поддержки бизнес-приложений,,,,Москва,2022-12-12T14:19:18+0300
Программист-бухгалтер,,,,Киров (Кировская область),2022-12-12T17:42:13+0300
Бизнес-аналитик,,,,Кстово,2022-12-12T18:47:10+0300
Главный специалист отдела анализа качества,,,,Тюмень,2022-12-12T13:14:08+0300
"Токарь-расточник 6-разряд, г. Тобольск",,,,Курган,2022-12-12T13:01:44+0300
"Токарь-расточник 6-разряд, г. Тобольск",,,,Екатеринбург,2022-12-12T13:01:44+0300
Токарь-универсал,105000.0,130000.0,RUR,Краснотурьинск,2022-12-12T15:43:45+0300
Механик погрузочной техники на РЦ (г. Домодедово),55000.0,,RUR,Домодедово,2022-12-12T12:30:30+0300
Токарь-универсал,105000.0,130000.0,RUR,Новокуйбышевск,2022-12-12T15:43:44+0300
Токарь-универсал,105000.0,130000.0,RUR,Малоярославец,2022-12-12T15:43:44+0300
Токарь-универсал,105000.0,130000.0,RUR,Жирновск,2022-12-12T15:43:47+0300
Токарь-универсал,110000.0,,RUR,Нижний Новгород,2022-12-12T14:31:55+0300
Head of product,,,,Санкт-Петербург,2022-12-12T17:59:55+0300
JavaScript/TypeScript-разработчик,80000.0,200000.0,RUR,Псков,2022-12-12T14:55:11+0300
Системный администратор отдела информационных технологий,,,,Москва,2022-12-12T15:14:10+0300
Аналитик по информационной безопасности (инфраструктура и сеть),,,,Санкт-Петербург,2022-12-12T16:18:35+0300
SRE/Инженер отдела поддержки сервисов,,,,Москва,2022-12-12T17:12:35+0300
Старший администратор проекта,,80000.0,RUR,Менделеевск,2022-12-12T12:41:43+0300
Фрезеровщик на производство в г.Луга,,,,Выборг,2022-12-12T12:52:41+0300
Станочник широкого профиля 4 разряд,26860.0,,RUR,Тула,2022-12-12T16:14:47+0300
Токарь-универсал,105000.0,130000.0,RUR,Йошкар-Ола,2022-12-12T15:43:51+0300
Токарь-универсал,105000.0,130000.0,RUR,Выкса,2022-12-12T15:43:54+0300
Токарь-универсал,105000.0,130000.0,RUR,Углич,2022-12-12T15:43:53+0300
