name,salary_from,salary_to,salary_currency,area_name,published_at
Токарь-универсал,105000.0,130000.0,RUR,Култаево,2022-12-12T15:43:44+0300
Токарь-универсал,105000.0,130000.0,RUR,Чкаловск,2022-12-12T15:43:54+0300
Токарь-универсал,105000.0,130000.0,RUR,Приволжск,2022-12-12T15:43:54+0300
Токарь-универсал,105000.0,130000.0,RUR,Новохоперск,2022-12-12T15:43:46+0300
Токарь (Тамбовская область),96000.0,,RUR,Владимир,2022-12-12T13:11:51+0300
Слесарь-наладчик КИПиА,98000.0,,RUR,Одинцово,2022-12-12T17:25:09+0300
Токарь-универсал,100000.0,,RUR,Уфа,2022-12-12T14:19:12+0300
Middle/Senior Fullstack Quality Engineer [MTC Travel],,,,Москва,2022-12-12T14:43:13+0300
Токарь,110000.0,,RUR,Ставрополь,2022-12-12T12:15:56+0300
Автотестировщик (Java),,,,Новосибирск,2022-12-12T12:16:57+0300
Наладчик станков с ЧПУ,135000.0,145000.0,RUR,Волгоград,2022-12-12T13:25:48+0300
Шлифовщик,60000.0,80000.0,RUR,Подольск (Московская область),2022-12-12T15:45:27+0300
ИТ ИБ Аудитор,,,,Новосибирск,2022-12-12T19:36:28+0300
Project Manager (Менеджер IT проектов),150000.0,250000.0,RUR,Тула,2022-12-12T12:28:14+0300
Мастер по ремонту холодильного оборудования,110000.0,120000.0,RUR,Уфа,2022-12-12T13:32:30+0300
Инженер-механик,,73000.0,RUR,Воронеж,2022-12-12T12:14:17+0300
Руководитель проектов внедрения Directum RX,,,,Москва,2022-12-12T13:27:19+0300
SEO-специалист / Менеджер по маркетплейсам,,,,Москва,2022-12-12T12:52:13+0300
Продуктовый аналитик (Retail Project Office),,,,Москва,2022-12-12T16:27:32+0300
Бизнес-аналитик,,,,Санкт-Петербург,2022-12-12T13:14:08+0300
QA Automation Engineer,,,,Москва,2022-12-12T13:13:51+0300
Токарь-универсал,105000.0,130000.0,RUR,Гаврилов-Ям,2022-12-12T15:43:52+0300
Токарь-универсал,105000.0,130000.0,RUR,Далматово,2022-12-12T15:43:48+0300
Токарь-универсал,105000.0,130000.0,RUR,Суджа,2022-12-12T15:43:49+0300
Токарь (Тамбовская область),96000.0,,RUR,Пенза,2022-12-12T13:11:51+0300
Токарь (Тамбовская область),96000.0,,RUR,Чебоксары,2022-12-12T13:11:51+0300
Токарь (Тамбовская область),96000.0,,RUR,Самара,2022-12-12T13:11:51+0300
Токарь (Тамбовская область),96000.0,,RUR,Кострома,2022-12-12T13:11:51+0300
Фрезеровщик (5разряд),40000.0,60000.0,RUR,Волгоград,2022-12-12T15:14:45+0300
Ночной cпециалист технической поддержки,,,,Санкт-Петербург,2022-12-12T15:12:42+0300
Токарь 4 разряда,60000.0,,RUR,Мурманск,2022-12-12T17:30:59+0300
PreSale-инженер,,,,Санкт-Петербург,2022-12-12T12:28:12+0300
Аналитик 1С,,,,Москва,2022-12-12T17:45:19+0300
"Аналитик по продукту ""Фулфилмент""",,,,Москва,2022-12-12T16:31:51+0300
Механик (по выпуску машин),50000.0,50000.0,RUR,Тула,2022-12-12T15:04:01+0300
Тимлид команды аналитиков (DWH),,,,Новосибирск,2022-12-12T12:45:46+0300
Специалист SAP FI-CO/Консультант SAP FI-CO,,,,Москва,2022-12-12T12:00:55+0300
Начальник отдела по учету ГСМ (горюче-смазочных материалов),,,,Ханты-Мансийск,2022-12-12T13:21:06+0300
Руководитель команды аналитиков (Team Lead),,,,Москва,2022-12-12T21:29:52+0300
Руководитель проекта (id9703),,,,Санкт-Петербург,2022-12-12T15:13:10+0300
"Технический специалист, инженер по качеству (атомная промышленность)",,,,Москва,2022-12-12T12:00:57+0300
"Токарь (16К20), Нижний Новгород",107000.0,,RUR,Богородск,2022-12-12T12:28:56+0300
"Токарь (16К20), Нижний Новгород",107000.0,,RUR,Муром,2022-12-12T12:28:56+0300
Токарь-расточник,120000.0,,RUR,Чебоксары,2022-12-12T12:07:01+0300
Токарь,110000.0,,RUR,Чебоксары,2022-12-12T12:15:44+0300
Токарь,114000.0,,RUR,Чебоксары,2022-12-12T15:27:20+0300
Токарь-универсал,105000.0,130000.0,RUR,Иваново (Ивановская область),2022-12-12T15:43:52+0300
Токарь (Тамбовская область),96000.0,,RUR,Воронеж,2022-12-12T13:11:51+0300
Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Трехгорный,2022-12-12T15:12:44+0300
Механик-наладчик оборудования (п.Янино),60000.0,,RUR,Санкт-Петербург,2022-12-12T12:02:48+0300
Слесарь по ремонту холодильного оборудования,60000.0,120000.0,RUR,Ногинск,2022-12-12T15:45:01+0300
Ведущий технический писатель,100000.0,,RUR,Зеленоград,2022-12-12T16:39:08+0300
Разработчик С/C++ ( Linux),,,,Москва,2022-12-12T15:42:19+0300
Бизнес-аналитик / Аналитик по оптимизации бизнес-процессов корпоративных функций,,,,Москва,2022-12-12T14:55:29+0300
Аналитик фондового рынка,100000.0,,RUR,Москва,2022-12-12T14:05:37+0300
Инженер VoIP,,,,Москва,2022-12-12T15:42:57+0300
Инженер-наладчик КИПиА,80000.0,120000.0,RUR,Москва,2022-12-12T17:45:09+0300
Младший системный администратор,40000.0,55000.0,RUR,Москва,2022-12-12T20:30:43+0300
Java/Kotlin-разработчик в MirAccept,,,,Москва,2022-12-12T17:01:55+0300
Разработчик WebTutor,,,,Москва,2022-12-12T18:26:46+0300
Токарь 16к20,108000.0,,RUR,Нижний Новгород,2022-12-12T15:27:50+0300
Токарь-карусельщик,91000.0,,RUR,Екатеринбург,2022-12-12T14:20:21+0300
Lead Product Manager / Product Owner (Payments),,,,Москва,2022-12-12T13:43:25+0300
Токарь (Казань),92000.0,120000.0,RUR,Чебоксары,2022-12-12T14:26:15+0300
Токарь-универсал,105000.0,130000.0,RUR,Кинель-Черкассы,2022-12-12T15:43:44+0300
Токарь-универсал,105000.0,130000.0,RUR,Боровск,2022-12-12T15:43:47+0300
Токарь-универсал,105000.0,130000.0,RUR,Богородицк,2022-12-12T15:43:48+0300
Токарь (Тамбовская область),96000.0,,RUR,Иваново (Ивановская область),2022-12-12T13:11:51+0300
ИТ-специалист,26000.0,30000.0,RUR,Севастополь,2022-12-12T15:01:35+0300
Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Снежинск,2022-12-12T15:12:44+0300
Инженер данных (Frontend),,,,Москва,2022-12-12T12:47:14+0300
Монтажник радиоэлектронной аппаратуры и приборов,65000.0,65000.0,RUR,Балашиха,2022-12-12T15:14:05+0300
Разработчик ETL,,,,Москва,2022-12-12T14:08:30+0300
Специалист по проектам,,,,Темиртау,2022-12-12T13:56:04+0300
Электромеханик,75000.0,,RUR,Всеволожск,2022-12-12T13:18:25+0300
Рабочий по наружной рекламе,37000.0,,RUR,Пермь,2022-12-12T13:28:20+0300
Программист 1С,,,,Саратов,2022-12-12T13:19:16+0300
ИТ ИБ Аудитор,,,,Тюмень,2022-12-12T19:36:28+0300
DevOps инженер (remote),,,,Москва,2022-12-12T18:57:01+0300
Фрезеровщик,100000.0,,RUR,Челябинск,2022-12-12T14:24:18+0300
Проектный менеджер,80000.0,100000.0,RUR,Москва,2022-12-12T18:20:46+0300
Старший С++ разработчик (search services),,,,Москва,2022-12-12T14:54:10+0300
Токарь-универсал,105000.0,130000.0,RUR,Алапаевск,2022-12-12T15:43:45+0300
Токарь 16к20,108000.0,,RUR,Саранск,2022-12-12T15:27:20+0300
Токарь-универсал,105000.0,130000.0,RUR,Сорочинск,2022-12-12T15:43:53+0300
Шлифовщик,130000.0,,RUR,Альметьевск,2022-12-12T12:18:43+0300
Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Аша,2022-12-12T15:12:44+0300
Senior DL Optical engineer в центр робототехники Сбера,,,,Москва,2022-12-12T17:11:56+0300
Фрезеровщик,110000.0,,RUR,Ульяновск,2022-12-12T12:14:56+0300
Токарь-универсал,105000.0,130000.0,RUR,Агидель,2022-12-12T15:43:48+0300
Токарь-универсал,105000.0,130000.0,RUR,Снежинск,2022-12-12T15:43:50+0300
Токарь-универсал,105000.0,130000.0,RUR,Верхний Уфалей,2022-12-12T15:43:46+0300
"Шлифовщик, г. Липецк",107000.0,,RUR,Тула,2022-12-12T12:52:09+0300
Оператор станков с ЧПУ,50000.0,70000.0,RUR,Юрюзань,2022-12-12T13:27:19+0300
Инженер по внедрению,,,,Москва,2022-12-12T15:38:00+0300
Станочник широкого профиля в дивизион станкостроения,101000.0,132000.0,RUR,Набережные Челны,2022-12-12T12:26:57+0300
Директор проектного института,250000.0,250000.0,RUR,Краснодар,2022-12-12T15:58:06+0300
Аналитик (HR-платформа),,,,Москва,2022-12-12T13:07:33+0300
Системный/Бизнес аналитик,,,,Москва,2022-12-12T14:04:49+0300
Аналитик бизнес-процессов (логистика),,,,Москва,2022-12-12T16:56:31+0300
Специалист технической поддержки,,,,Минск,2022-12-12T17:09:45+0300
Выездной инженер технической поддержки,40000.0,,RUR,Смоленск,2022-12-12T17:38:19+0300
Data Scientist,,,,Химки,2022-12-12T14:07:54+0300
Технический директор,55000.0,55000.0,RUR,Иркутск,2022-12-12T12:11:42+0300
Модельер-конструктор одежды,20000.0,100000.0,RUR,Иркутск,2022-12-12T18:55:04+0300
Data Engineer,,,,Санкт-Петербург,2022-12-12T13:36:04+0300
Продакт-менеджер,,,,Бишкек,2022-12-12T14:02:28+0300
Токарь-универсал,105000.0,130000.0,RUR,Козьмодемьянск,2022-12-12T15:43:51+0300
Токарь-универсал,105000.0,130000.0,RUR,Ряжск,2022-12-12T15:43:54+0300
Токарь-универсал,105000.0,130000.0,RUR,Пласт,2022-12-12T15:43:47+0300
Токарь (Тамбовская область),96000.0,,RUR,Рязань,2022-12-12T13:11:51+0300
Оператор станков с ЧПУ,50000.0,70000.0,RUR,Катав-Ивановск,2022-12-12T13:27:19+0300
Токарь,105000.0,110000.0,RUR,Владимир,2022-12-12T13:30:19+0300
Системный инженер,,,,Москва,2022-12-12T15:43:49+0300
